Papel,Cotação,P/L,P/VP,PSR,Div.Yield%,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA%,Mrg Ebit%,Mrg. Líq.,Liq. Corr.,ROIC%,ROE%,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a%
FHER3,19.3,5.47,-95.83,0.366,0.0,0.533,2.74,3.42,-1.16,4.01,3.68,10.69,6.69,1.56,19.3,-1753.34,74214400.0,-10847000.0,-19.06,-19.48
RANI4,5.5,5.52,1.48,0.952,0.42,0.674,2.92,3.74,-4.4,4.46,3.61,25.47,17.26,2.45,23.62,26.82,0.0,954241000.0,0.67,12.51
CSRN3,16.0,5.53,1.81,0.766,11.43,0.525,-96.04,4.16,-1.11,6.63,5.56,18.42,13.87,0.98,14.49,32.82,5244.2,1483000000.0,1.23,14.29
PATI4,59.0,5.54,1.82,0.619,3.07,0.814,1.42,3.6,2.74,4.07,3.97,17.2,11.18,3.06,36.95,32.87,3476.07,775720000.0,0.74,26.26
SUZB3,49.77,5.54,5.01,1.806,0.0,0.598,3.27,4.87,-0.97,9.07,6.05,37.11,32.62,3.32,15.18,90.48,499330000.0,13518500000.0,5.71,41.36
SAPR3,3.81,5.57,0.79,1.174,4.83,0.415,7.58,3.1,-1.26,4.74,3.94,37.89,21.09,1.62,14.65,14.15,2774560.0,7310300000.0,0.55,8.28
SAPR4,3.86,5.64,0.8,1.19,5.25,0.421,7.68,3.14,-1.28,4.78,3.97,37.89,21.09,1.62,14.65,14.15,19808700.0,7310300000.0,0.55,8.28
BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84,0.0,77395000.0,0.0,13.41
SAPR11,19.31,5.64,0.8,1.19,5.15,0.421,7.68,3.14,-1.28,4.78,3.97,37.89,21.09,1.62,14.65,14.15,33352400.0,7310300000.0,0.55,8.28
DSUL3,7.95,5.65,0.97,0.879,0.0,0.721,1.93,2.37,2.7,1.27,1.27,37.13,16.02,3.5,48.91,17.25,0.0,236447000.0,0.01,36.69
RNPT4,31.81,5.74,0.39,0.467,0.0,0.379,57.01,56.1,57.01,56.05,56.05,0.83,8.13,1.38,0.68,6.72,0.0,63944000.0,0.0,4.85
RNPT3,31.87,5.75,0.39,0.468,0.0,0.38,57.12,56.21,57.12,56.15,56.15,0.83,8.13,1.38,0.68,6.72,0.0,63944000.0,0.0,4.85
ENBR3,20.31,5.76,1.07,0.635,5.14,0.352,17.36,3.12,-0.98,5.25,4.43,20.37,12.44,1.08,12.76,18.65,67082500.0,10996900000.0,0.9,10.71
BRSR3,12.65,5.78,0.6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,83261.9,8652150000.0,0.0,10.19
TRPL3,32.95,5.79,1.49,4.936,8.93,0.77,10.01,5.0,-2.28,6.2,6.17,98.67,85.6,2.38,16.12,25.8,53786.7,14543000000.0,0.44,15.75
COCE6,35.0,5.83,0.78,0.372,0.0,0.251,-1061.56,4.42,-0.64,9.31,5.98,8.42,6.39,1.0,6.81,13.42,0.0,3486140000.0,0.96,11.75
GEPA3,31.5,5.85,1.55,2.31,11.11,0.729,-7.68,2.56,-1.77,3.58,3.27,90.12,39.52,0.55,35.05,26.47,4093.3,1922640000.0,0.78,-1.47
CSRN5,17.0,5.87,1.93,0.814,11.84,0.558,-102.05,4.42,-1.18,6.89,5.78,18.42,13.87,0.98,14.49,32.82,876.38,1483000000.0,1.23,14.29
POMO4,2.72,5.9,0.91,0.746,3.31,0.398,1.51,107.02,-10.26,155.57,29.76,0.7,12.44,2.05,0.49,15.36,11831900.0,2843210000.0,0.83,3.75
CSRN6,17.2,5.94,1.95,0.824,11.7,0.564,-103.25,4.47,-1.2,6.94,5.82,18.42,13.87,0.98,14.49,32.82,523.13,1483000000.0,1.23,14.29
BGIP3,31.1,5.97,0.89,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87,2971.88,535142000.0,0.0,4.08
CEEB5,39.0,5.98,1.61,0.724,0.0,0.436,-16.41,3.68,-0.84,7.08,5.74,19.69,12.09,0.89,12.94,26.85,195.0,6361000000.0,1.55,16.06
ENGI11,41.26,5.99,1.83,0.659,4.24,0.312,6.27,3.83,-0.56,7.64,5.8,17.21,12.05,1.25,9.38,30.52,84228300.0,8190540000.0,2.32,15.74
BMGB4,3.35,6.03,0.48,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4026860.0,4052510000.0,0.0,26.62
TIET11,17.44,6.09,3.13,3.01,1.56,0.638,1434.52,5.02,-1.05,8.78,6.62,59.93,49.91,1.0,13.97,51.45,0.0,2222740000.0,2.67,7.76
TIET3,3.49,6.09,3.13,3.012,1.56,0.638,1435.34,5.03,-1.05,8.78,6.63,59.93,49.91,1.0,13.97,51.45,0.0,2222740000.0,2.67,7.76
EEEL3,335.0,6.11,1.77,2.457,11.73,0.726,3.09,8.71,-2.95,8.78,8.29,28.22,39.91,3.25,9.77,28.94,4581.25,1830050000.0,0.35,5.11
VBBR3,22.86,6.11,2.26,0.265,10.16,0.932,3.0,8.37,-11.42,10.51,8.97,3.16,4.33,2.6,13.34,37.0,291182000.0,11775000000.0,0.78,1.48
TIET4,3.51,6.13,3.15,3.029,1.55,0.642,1443.57,5.06,-1.05,8.81,6.65,59.93,49.91,1.0,13.97,51.45,0.0,2222740000.0,2.67,7.76
SULA4,9.03,6.23,1.44,0.606,3.65,0.415,1.09,23.72,-16.57,-7.01,-5.53,2.56,9.74,2.25,4.5,23.06,347363.0,8034060000.0,0.26,3.75
VVAR4,4.84,6.25,1.23,0.237,0.0,0.231,-10.76,3.01,-0.93,5.8,4.26,7.86,3.79,0.96,10.58,19.63,0.0,6306000000.0,1.51,6.66
BMEB3,21.26,6.26,1.04,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,5970.77,1067480000.0,0.0,14.99
GEPA4,33.78,6.27,1.66,2.477,10.36,0.781,-8.24,2.75,-1.9,3.76,3.44,90.12,39.52,0.55,35.05,26.47,65245.8,1922640000.0,0.78,-1.47
VVAR11,14.58,6.27,1.23,0.238,0.0,0.232,-10.8,3.02,-0.93,5.81,4.27,7.86,3.79,0.96,10.58,19.63,0.0,6306000000.0,1.51,6.66
SULA11,27.48,6.32,1.46,0.615,3.6,0.421,1.1,24.06,-16.81,-6.67,-5.26,2.56,9.74,2.25,4.5,23.06,103872000.0,8034060000.0,0.26,3.75
PFRM3,5.03,6.32,0.57,0.106,0.0,0.158,0.74,2.61,5.46,4.91,3.36,4.05,1.74,1.48,8.92,9.05,1359960.0,1088960000.0,0.74,9.89
CGRA4,41.48,6.38,1.17,1.508,4.67,0.852,2.8,9.36,3.91,8.04,6.75,16.11,23.65,2.64,11.69,18.34,727246.0,695229000.0,0.0,6.55
CGRA3,41.5,6.38,1.17,1.509,4.67,0.852,2.8,9.36,3.92,8.05,6.76,16.11,23.65,2.64,11.69,18.34,78985.9,695229000.0,0.0,6.55
EEEL4,350.0,6.38,1.85,2.567,12.35,0.759,3.22,9.1,-3.09,9.17,8.66,28.22,39.91,3.25,9.77,28.94,875.0,1830050000.0,0.35,5.11
CTSA8,1.0,6.47,0.37,0.195,0.0,0.155,8.67,5.68,-1.17,15.59,9.48,3.43,3.01,1.04,3.46,5.72,0.0,300760000.0,0.72,7.69
SULA3,9.39,6.47,1.49,0.631,3.51,0.431,1.13,24.66,-17.24,-6.06,-4.79,2.56,9.74,2.25,4.5,23.06,192017.0,8034060000.0,0.26,3.75
LAVV3,5.56,6.48,0.87,1.878,12.61,0.614,1.01,5.91,1.22,2.08,2.07,31.76,34.17,5.24,18.35,13.49,10984800.0,1324640000.0,0.04,0.0
PTNT4,7.22,6.53,1.26,0.458,2.81,0.48,2.35,4.79,157.91,6.29,4.4,9.54,9.7,1.63,13.46,19.24,254285.0,276016000.0,0.76,9.66
HGTX4,9.6,6.56,0.98,1.181,0.0,0.692,1.91,15.68,2.5,15.6,8.33,7.53,18.01,2.73,5.76,14.96,0.0,1589850000.0,0.12,-5.05
CSAB4,40.2,6.57,1.71,93.698,5.09,0.834,0.0,7.29,0.0,0.0,0.0,1285.07,1426.31,0.0,0.0,26.1,1703.38,180083000.0,0.0,-9.72
CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,9.72,6.22,1.36,12.7,15.87,0.0,296175000.0,0.84,16.23
CIQU4,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,9.72,6.22,1.36,12.7,15.87,0.0,296175000.0,0.84,16.23
WIZS3,10.03,6.65,3.86,1.727,6.07,1.598,26.83,3.59,-10.12,2.94,2.69,48.12,27.26,1.17,68.27,58.08,40922800.0,415181000.0,0.0,17.14
RANI3,6.66,6.68,1.79,1.153,4.14,0.816,3.53,4.53,-5.32,5.25,4.25,25.47,17.26,2.45,23.62,26.82,14250400.0,954241000.0,0.67,12.51
TRIS3,6.26,6.71,0.95,1.269,3.85,0.522,0.96,5.92,1.43,6.43,6.4,21.43,20.68,3.2,10.96,14.18,11999100.0,1227020000.0,0.39,26.76
CIEL3,2.32,6.76,0.64,1.282,5.02,0.071,1.14,6.79,-3.22,2.61,1.69,18.88,18.96,1.08,9.25,9.49,89560100.0,9824110000.0,0.4,-16.65
RNEW4,2.65,6.79,-0.34,3.051,0.0,0.11,0.64,-4.04,-0.13,-24.72,-27.34,-75.6,44.91,1.58,-3.23,-5.06,704292.0,-844112000.0,-2.18,-49.87
EKTR4,26.7,6.8,1.79,0.633,13.27,0.488,19.67,4.06,-1.22,6.9,5.64,15.6,9.31,1.08,14.59,26.3,9586.8,2895000000.0,1.57,11.65
JBSS3,36.76,6.8,2.2,0.301,5.49,0.536,4.16,4.39,-1.57,6.9,4.93,6.86,4.42,1.48,16.36,32.41,482138000.0,41898200000.0,1.7,17.37
ELPL3,49.32,6.83,2.85,0.499,0.0,0.312,-12.46,3.51,-0.5,5.45,4.35,14.21,7.3,0.91,10.17,41.64,0.0,3422520000.0,1.81,9.22
BEES3,4.81,6.87,0.85,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,84151.6,1784820000.0,0.0,5.46
CMIG3,17.23,6.87,1.47,1.053,5.04,0.542,5.46,5.7,-1.53,7.1,5.96,18.49,15.33,1.56,11.3,21.4,9573400.0,19841100000.0,0.67,8.2
ABCB4,15.78,6.89,0.78,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37,14990400.0,4554960000.0,0.0,-18.69
PATI3,73.5,6.9,2.27,0.771,2.46,1.015,1.77,4.48,3.41,4.96,4.84,17.2,11.18,3.06,36.95,32.87,6145.77,775720000.0,0.74,26.26
CALI4,50.0,6.92,2.98,0.293,0.0,0.138,0.45,9.48,-0.3,26.16,23.12,3.09,4.23,2.6,1.68,43.09,0.0,6241000.0,7.1,28.05
HBOR3,5.16,6.96,0.52,0.662,0.92,0.162,0.34,12.06,1.37,27.68,20.57,5.49,14.73,3.09,1.52,7.52,8320300.0,1319010000.0,1.0,22.63
CPFE3,26.7,7.06,2.04,0.901,11.25,0.548,-29.97,4.89,-1.05,7.1,5.94,18.43,12.96,0.92,12.76,28.86,62632800.0,15093800000.0,1.13,9.64
RNEW11,8.3,7.09,-0.36,3.185,0.0,0.115,0.67,-4.21,-0.13,-24.89,-27.54,-75.6,44.91,1.58,-3.23,-5.06,122224.0,-844112000.0,-2.18,-49.87
AURA33,52.78,7.2,2.58,2.248,8.68,1.397,10.58,5.26,-16.68,5.21,5.21,42.73,31.22,1.54,39.15,35.88,6204140.0,1445150000.0,0.31,0.0
KLBN4,4.25,7.21,4.42,1.572,1.72,0.585,2.76,5.46,-1.18,10.02,6.31,28.8,23.38,2.6,14.87,61.39,3877560.0,5398000000.0,5.35,15.23
UNIP5,74.0,7.26,3.53,1.453,10.86,1.424,5.77,4.58,-10.65,4.38,3.87,31.7,20.24,2.17,43.15,48.58,24987.8,1981560000.0,0.39,19.53
UNIP6,74.8,7.34,3.56,1.469,10.74,1.439,5.83,4.63,-10.76,4.43,3.91,31.7,20.24,2.17,43.15,48.58,27982500.0,1981560000.0,0.39,19.53
LIGT3,10.66,7.47,0.47,0.276,4.14,0.14,0.67,1.89,-0.43,4.9,3.82,14.56,3.69,2.23,10.0,6.34,32430600.0,8383610000.0,1.48,8.35
RNEW3,2.92,7.49,-0.38,3.362,0.0,0.121,0.71,-4.45,-0.14,-25.13,-27.79,-75.6,44.91,1.58,-3.23,-5.06,210524.0,-844112000.0,-2.18,-49.87
MLFT4,22.39,7.52,1.08,2.82,0.0,0.271,1.88,7.4,-0.94,14.78,9.44,38.13,70.15,2.82,4.5,14.41,0.0,1816280000.0,1.81,0.57
MTSA4,42.76,7.52,1.3,0.84,5.09,0.944,1.8,6.42,1.9,6.0,5.26,13.08,11.16,3.13,18.75,17.32,164219.0,299919000.0,0.14,18.33
CSMG3,14.39,7.54,0.82,0.946,21.59,0.43,7.02,4.32,-1.68,6.32,4.11,21.91,12.55,1.39,11.5,10.91,27830300.0,6654040000.0,0.6,8.21
KLBN11,22.39,7.59,4.66,1.656,1.63,0.616,2.91,5.75,-1.24,10.31,6.49,28.8,23.38,2.6,14.87,61.39,164471000.0,5398000000.0,5.35,15.23
DPPI4,38.9,7.62,2.28,-0.665,0.0,1.718,3.98,87.28,4.46,73.74,73.74,-0.76,-5.04,3.14,3.0,29.97,0.0,545227000.0,0.06,15.14
BPAR3,182.07,7.62,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.43,0.0,1577460000.0,0.0,6.33
CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,2.1,4.0,1.48,2.96,12.07,0.0,82550000.0,0.48,12.54
MOVI3,15.4,7.68,1.76,1.218,2.12,0.283,0.78,4.39,-0.78,8.89,7.05,27.74,15.85,4.1,12.58,22.86,45994900.0,3178130000.0,4.4,20.56
MDNE3,5.8,7.75,0.47,0.698,0.0,0.212,0.91,5.44,-1.69,5.41,5.17,12.83,9.6,2.2,4.19,6.08,2420360.0,1045450000.0,0.12,-3.3
EQTL3,22.97,7.76,2.2,1.228,3.13,0.534,2.99,4.56,-1.52,6.46,5.69,26.91,18.75,1.97,15.11,28.31,170752000.0,10569500000.0,1.68,25.72
UNIP3,79.44,7.79,3.79,1.56,9.2,1.529,6.19,4.92,-11.43,4.71,4.17,31.7,20.24,2.17,43.15,48.58,3464510.0,1981560000.0,0.39,19.53
BBDC3,17.49,7.8,1.16,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87,132918000.0,146488000000.0,0.0,29.19
DXCO3,16.41,7.85,1.89,1.453,4.56,0.91,6.01,7.5,-6.03,8.62,5.87,19.38,18.51,1.7,15.42,24.04,48504700.0,6013800000.0,0.52,16.35
MRVE3,11.07,7.9,0.92,0.775,4.31,0.279,1.05,6.85,-1.4,11.62,10.0,11.32,10.67,2.26,4.49,11.66,81002300.0,5800170000.0,0.84,11.83
LOGG3,24.55,7.93,0.76,17.053,1.33,0.486,4.44,22.99,-3.2,31.95,31.72,74.18,225.83,2.2,2.29,9.55,13758100.0,3314120000.0,0.4,11.83
ITSA4,10.6,7.98,1.46,12.025,2.96,1.125,15.89,73.32,-21.53,74.62,47.31,16.4,161.84,2.16,1.7,18.27,422412000.0,61112000000.0,0.13,9.04
ITSA3,10.68,8.04,1.47,12.116,2.94,1.133,16.01,73.87,-21.7,75.17,47.66,16.4,161.84,2.16,1.7,18.27,2934070.0,61112000000.0,0.13,9.04
BRSR5,17.6,8.05,0.83,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,773.38,8652150000.0,0.0,10.19
CMET4,3.91,8.1,5.38,3.068,0.0,3.136,9.47,5.72,27.2,5.34,5.34,53.63,43.03,2.64,81.4,66.4,0.0,2847970000.0,0.18,30.18
RDTR3,6.3,8.11,1.37,0.0,0.0,1.32,0.0,-1919.75,0.0,-1897.05,-219.41,0.0,0.0,0.0,0.0,16.95,0.0,497092000.0,0.0,0.0
CPRE3,18.23,8.13,1.94,3.728,0.0,0.905,-4.5,6.78,-2.16,7.65,5.77,54.98,46.47,0.35,14.3,23.89,0.0,5575590000.0,0.37,9.71
ITUB3,22.01,8.25,1.58,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,50909500.0,136812000000.0,0.0,-35.57
SANB3,17.28,8.26,1.64,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,596747.0,79061500000.0,0.0,6.52
BEES4,5.79,8.27,1.02,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,38806.9,1784820000.0,0.0,5.46
MOAR3,438.99,8.27,3.72,48.983,3.29,2.413,13.13,-146.55,-32.57,-142.35,-145.6,-33.42,592.49,2.98,-2.2,44.94,990940.0,1447570000.0,0.28,76.57
AGRO3,26.03,8.39,1.22,2.183,10.07,0.777,2.42,6.39,5.17,5.92,4.69,34.14,26.02,2.66,19.1,14.55,24088400.0,2182600000.0,0.4,55.11
AGIN3,5.29,8.46,1.23,1.816,0.0,0.565,1.29,10.92,3.55,14.68,14.68,16.63,21.83,2.72,5.59,14.56,0.0,1028210000.0,0.55,44.17
EALT3,11.1,8.46,1.28,0.738,2.51,0.519,6.91,7.26,-3.62,9.93,7.4,10.17,8.72,1.2,8.05,15.17,4963.48,194506000.0,0.61,19.01
AELP3,1.93,8.49,-200.57,-0.062,0.0,5.216,0.0,-12.58,0.0,-11.94,-11.98,0.49,-0.73,0.0,0.0,-2363.83,0.0,-904000.0,0.0,1.18
NUTR3,253.0,8.54,1.73,0.321,0.0,0.447,1.29,8.39,-2.91,10.12,8.97,3.83,3.76,2.45,6.17,20.31,0.0,18676000.0,0.42,30.63
CURY3,7.21,8.56,3.89,1.44,5.46,1.035,2.83,6.36,6.34,5.69,5.61,22.64,17.96,1.8,22.84,45.44,8565900.0,541253000.0,0.5,0.0
CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,13.59,9.2,1.89,57.15,40.82,0.0,1634730000.0,0.17,16.21
EQMA3B,42.92,8.57,2.17,1.578,13.91,0.954,4.47,6.32,-5.29,7.04,5.95,24.97,18.41,2.27,19.21,25.37,37805.6,3241580000.0,0.61,7.42
COCE5,51.56,8.58,1.15,0.549,7.01,0.37,-1563.83,6.51,-0.94,11.4,7.32,8.42,6.39,1.0,6.81,13.42,1151240.0,3486140000.0,0.96,11.75
SANB11,36.3,8.67,1.72,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,108575000.0,79061500000.0,0.0,6.52
TMGC12,550.0,8.71,1.12,0.8,0.0,0.77,4.66,12.27,8.22,10.94,10.94,6.52,9.18,1.69,8.73,12.83,0.0,1167010000.0,0.05,10.49
ACES4,94.73,8.74,2.27,1.683,0.0,1.43,6.37,7.16,20.65,6.5,6.5,23.52,19.27,2.05,26.9,25.95,0.0,3105800000.0,0.09,13.34
PSSA3,23.77,8.74,1.65,0.781,5.49,0.405,4.42,0.98,-4.41,0.38,0.38,79.98,8.93,1.16,54.98,18.84,74072900.0,9333190000.0,0.0,4.04
ACES3,95.27,8.79,2.28,1.693,0.0,1.438,6.4,7.2,20.77,6.54,6.54,23.52,19.27,2.05,26.9,25.95,0.0,3105800000.0,0.09,13.34
CAML3,10.24,8.83,1.4,0.456,6.25,0.566,1.36,6.46,9.38,8.8,6.88,7.07,5.17,2.74,13.07,15.88,16720800.0,2703230000.0,1.01,23.97
FRTA3,5.59,8.85,-0.17,0.935,0.0,0.32,-0.15,-173.93,-0.12,-1149.21,114.23,-0.54,10.57,0.08,-0.21,-1.96,70448.7,-66288000.0,-0.98,-32.1
CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,1145670000.0,0.0,14.44
VIIA3,6.9,8.91,1.75,0.337,0.0,0.33,-15.34,4.29,-1.32,7.08,5.2,7.86,3.79,0.96,10.58,19.63,316471000.0,6306000000.0,1.51,6.66
SHUL4,8.81,8.91,1.97,1.099,2.48,0.832,2.03,12.33,10.49,15.24,11.34,8.91,12.32,2.65,9.24,22.14,3343850.0,797717000.0,0.94,20.9
CRPG5,89.1,8.93,3.03,2.675,5.53,2.219,3.18,10.47,4.12,8.78,8.01,25.53,29.95,7.38,35.13,33.94,3550350.0,852950000.0,0.0,12.32
AFLU5,5.03,8.93,2.14,2.911,0.0,1.875,9.63,8.32,11.92,7.38,7.05,34.98,32.59,3.27,31.18,23.93,0.0,44270000.0,0.0,8.61
MNPR4,4.63,8.95,-0.09,0.115,0.0,0.132,-0.08,0.75,-0.06,0.76,0.66,15.38,1.29,0.22,18.65,-0.99,0.0,-370928000.0,-0.0,10.57
VIVO3,65.79,8.99,2.69,1.366,0.0,1.175,-29.21,6.21,-4.74,6.65,6.65,22.01,15.2,0.89,23.92,29.88,0.0,9816290000.0,0.35,13.06
CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,18.27,16.77,2.2,12.01,17.39,0.0,1552470000.0,0.47,-10.61
JALL3,9.31,9.05,2.2,2.176,1.49,0.774,2.38,4.62,-5.44,5.61,3.32,47.15,24.04,2.8,26.07,24.28,6015500.0,1248260000.0,1.43,0.0
BRIV4,8.5,9.09,0.48,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,9692.88,1556890000.0,0.0,36.4
BBDC4,20.4,9.1,1.35,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87,1001380000.0,146488000000.0,0.0,29.19
AFLU3,5.15,9.15,2.19,2.981,0.0,1.919,9.86,8.52,12.21,7.57,7.24,34.98,32.59,3.27,31.18,23.93,0.0,44270000.0,0.0,8.61
ITUB4,24.45,9.17,1.75,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,1151650000.0,136812000000.0,0.0,-35.57
TEND3,18.83,9.22,1.32,0.744,1.85,0.443,1.11,4.97,-11.26,5.43,5.02,14.98,8.0,2.8,11.56,14.31,30194900.0,1489400000.0,0.76,20.67
ESPA3,9.92,9.24,3.45,3.173,1.43,1.248,56.48,9.03,-5.16,10.77,8.69,35.12,34.83,1.06,15.24,37.39,25983100.0,701700000.0,0.89,0.0
SANB4,19.34,9.24,1.83,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,1021190.0,79061500000.0,0.0,6.52
EKTR3,36.52,9.29,2.44,0.866,8.82,0.668,26.91,5.55,-1.66,8.39,6.85,15.6,9.31,1.08,14.59,26.3,2250.02,2895000000.0,1.57,11.65
BPAC5,5.53,9.3,1.81,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.47,90015.1,35043600000.0,0.0,59.37
KLBN3,5.51,9.34,5.73,2.037,1.33,0.758,3.57,7.07,-1.52,11.63,7.32,28.8,23.38,2.6,14.87,61.39,887243.0,5398000000.0,5.35,15.23
SLCE3,44.58,9.35,2.33,1.651,2.79,0.84,3.95,5.73,-5.56,6.67,6.14,28.8,18.84,1.85,17.52,24.9,60477700.0,3699590000.0,0.73,25.42
COCE3,56.51,9.41,1.26,0.601,6.4,0.405,-1713.96,7.14,-1.03,12.03,7.73,8.42,6.39,1.0,6.81,13.42,945.28,3486140000.0,0.96,11.75
ALLL11,16.5,9.42,0.4,0.797,0.0,0.143,1.43,2.89,-0.32,8.27,4.52,27.58,8.64,2.13,5.68,4.21,0.0,15449300000.0,1.05,10.96
EZTC3,19.64,9.45,1.04,4.381,2.16,0.912,2.22,18.05,2.49,13.8,13.49,24.27,47.94,7.38,6.55,11.02,60533900.0,4283410000.0,0.0,16.23
ALLL4,3.32,9.47,0.4,0.802,0.0,0.144,1.44,2.91,-0.33,8.29,4.53,27.58,8.64,2.13,5.68,4.21,0.0,15449300000.0,1.05,10.96
MRSL4,3.05,9.48,0.91,0.816,0.0,0.609,2.19,15.08,5.8,16.51,8.83,5.41,8.69,2.78,4.44,9.63,0.0,375151000.0,0.16,7.1
JPSA3,28.33,9.51,1.37,3.568,0.4,0.343,2.37,9.36,-1.19,16.74,10.69,38.13,70.15,2.82,4.5,14.41,10442200.0,1816280000.0,1.81,0.57
REDE3,6.58,9.54,3.78,1.071,12.08,0.603,9.92,5.18,-1.26,7.35,5.93,20.7,15.51,1.26,13.8,39.62,11549.7,3674760000.0,2.23,10.72
SEER3,11.12,9.59,0.98,1.108,3.29,0.439,4.06,8.22,-1.63,8.74,4.34,13.48,11.56,1.63,6.35,10.18,9893190.0,1466360000.0,0.38,2.02
TGMA3,15.17,9.71,1.53,0.933,5.71,0.974,3.54,7.1,7.82,7.03,6.07,13.15,9.59,2.31,18.71,15.71,8308990.0,656554000.0,0.36,1.74
CTWR3,100.0,9.76,56.77,0.317,0.0,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-2.98,3.25,1.45,-21.86,581.91,0.0,879000.0,5.52,4.94
VIVO4,71.8,9.81,2.93,1.491,0.0,1.282,-31.87,6.78,-5.17,7.22,7.22,22.01,15.2,0.89,23.92,29.88,0.0,9816290000.0,0.35,13.06
ELET6,35.01,9.84,0.73,2.02,7.53,0.303,2.26,-57.62,-0.99,-82.19,88.72,-3.51,20.67,1.95,-0.62,7.42,99074100.0,75253600000.0,0.63,-8.96
BRIV3,9.2,9.84,0.52,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,722.03,1556890000.0,0.0,36.4
ELET3,35.22,9.9,0.73,2.032,6.8,0.305,2.27,-57.97,-1.0,-82.54,89.09,-3.51,20.67,1.95,-0.62,7.42,197056000.0,75253600000.0,0.63,-8.96
SBSP3,36.6,9.92,1.04,1.345,1.09,0.491,-92.33,5.85,-1.18,9.02,6.0,22.99,13.57,0.95,8.96,10.5,100465000.0,24037200000.0,0.69,7.16
TCSL4,7.82,9.95,0.83,1.105,0.0,0.475,8.93,5.69,-2.2,5.61,2.18,19.44,11.11,1.34,9.67,8.33,0.0,22847800000.0,0.14,2.29
WHRL3,6.5,10.07,4.89,0.889,6.75,1.234,13.22,8.33,38.45,7.16,6.09,10.68,8.84,1.14,55.87,48.54,107099.0,1998990000.0,0.38,3.83
CTSA4,1.56,10.09,0.58,0.304,0.0,0.243,13.52,8.86,-1.82,18.77,11.42,3.43,3.01,1.04,3.46,5.72,79865.0,300760000.0,0.72,7.69
TIMS3,12.42,10.17,1.22,1.676,3.56,0.684,5.2,9.16,-4.47,7.96,2.93,18.29,16.48,1.85,9.66,11.99,80145100.0,24641800000.0,0.14,4.43
CRIV3,5.04,10.24,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,2800.35,1000120000.0,0.0,-4.33
MRSL3,3.3,10.25,0.99,0.883,0.0,0.658,2.37,16.32,6.28,17.74,9.5,5.41,8.69,2.78,4.44,9.63,0.0,375151000.0,0.16,7.1
